Date,Open,High,Low,Close,Adj Close,Volume
10/7/2010,116.5,116.529999,115.190002,115.889999,95.259155,164860000
10/8/2010,116.050003,116.860001,115.610001,116.540001,95.793465,177760100
10/11/2010,116.720001,116.970001,116.25,116.650002,95.883842,103098300
10/12/2010,116.269997,117.349998,115.650002,117.010002,96.179771,182210000
10/13/2010,117.660004,118.550003,117.379997,117.919998,96.927765,194347200
10/14/2010,117.809998,118.010002,116.720001,117.459999,96.549683,217764300
10/15/2010,118.279999,118.349998,116.760002,117.699997,96.746925,243705000
10/18/2010,117.739998,118.669998,117.309998,118.279999,97.223694,141204800
10/19/2010,117.190002,117.849998,116.019997,116.730003,95.949646,280604700
10/20/2010,116.940002,118.440002,116.870003,117.870003,96.886681,200051800
10/21/2010,118.400002,119.089996,117.209999,118.129997,97.100365,221585500
10/22/2010,118.309998,118.529999,118,118.349998,97.281227,108212400
10/25/2010,119.139999,119.760002,118.610001,118.699997,97.568939,151145700
10/26/2010,118.099998,118.839996,117.870003,118.720001,97.585358,158982900
10/27/2010,117.889999,118.510002,117.260002,118.379997,97.305916,190024000
10/28/2010,119.059998,119.110001,117.830002,118.400002,97.322342,168576000
10/29/2010,118.279999,118.720001,118.07,118.489998,97.396278,144305500
11/1/2010,119.07,119.75,117.849998,118.529999,97.429184,174074800
11/2/2010,119.419998,119.75,119.099998,119.470001,98.201859,158345900
11/3/2010,119.68,120.019997,118.449997,119.949997,98.596405,226702800
11/4/2010,121.279999,122.32,119.970001,122.260002,100.495186,215039400
11/5/2010,122.339996,122.919998,122.18,122.720001,100.873291,180654100
11/8/2010,122.339996,122.690002,121.940002,122.489998,100.684235,156107100
11/9/2010,122.82,122.949997,121.120003,121.610001,99.960884,186621600
11/10/2010,121.580002,122.160004,120.660004,122.099998,100.363632,221387400
11/11/2010,121.050003,121.82,120.68,121.639999,99.985527,158017600
11/12/2010,120.82,121.349998,119.650002,120.199997,98.801888,239068800
11/15/2010,120.580002,121.050003,119.980003,120.029999,98.662155,163940800
11/16/2010,119.290001,119.489998,117.589996,118.160004,97.125053,299566200
11/17/2010,118.209999,118.709999,117.860001,118.220001,97.174377,172308900
11/18/2010,119.360001,120.389999,119.349998,119.959999,98.604599,197723700
11/19/2010,119.900002,120.339996,119.25,120.290001,98.875854,156852900
11/22/2010,119.690002,120.239998,118.769997,120.190002,98.793701,181361000
11/23/2010,118.769997,119.019997,117.989998,118.449997,97.363441,222309000
11/24/2010,119.199997,120.230003,119.18,120.199997,98.801888,140046100
11/26/2010,119.160004,119.809998,118.800003,118.800003,97.651108,76007800
11/29/2010,118.5,119.480003,117.739998,119.160004,97.947021,223642300
11/30/2010,117.980003,119.169998,117.809998,118.489998,97.396278,233930700
12/1/2010,120.199997,121.239998,120.190002,121.010002,99.46769,221037200
12/2/2010,121.199997,122.650002,121.129997,122.559998,100.741745,191213600
12/3/2010,122.139999,123.029999,122.110001,122.889999,101.013039,151288900
12/6/2010,122.629997,123.040001,122.5,122.760002,100.906151,103050500
12/7/2010,123.940002,124.010002,122.760002,122.830002,100.963707,206581000
12/8/2010,122.980003,123.379997,122.410004,123.279999,101.33358,138019200
12/9/2010,123.970001,124.019997,123.150002,123.760002,101.728172,123705100
12/10/2010,124.139999,124.599998,123.730003,124.480003,102.319984,117571700
12/13/2010,125.050003,125.199997,124.519997,124.559998,102.38575,133812700
12/14/2010,124.75,125.230003,124.290001,124.669998,102.476135,147249600
12/15/2010,124.440002,124.93,123.889999,124.099998,102.007614,160823100
12/16/2010,124.18,124.910004,123.75,124.82,102.599442,185035200
12/17/2010,124.080002,124.459999,123.82,124.300003,102.709328,141075300
12/20/2010,124.639999,124.900002,123.980003,124.599998,102.957222,119085500
12/21/2010,124.989998,125.470001,124.870003,125.389999,103.609993,94965500
12/22/2010,125.480003,125.82,125.410004,125.779999,103.932266,78878100
12/23/2010,125.639999,125.779999,125.290001,125.599998,103.783501,70053700
12/27/2010,125.129997,125.769997,125.040001,125.650002,103.82486,58126000
12/28/2010,125.900002,125.949997,125.5,125.830002,103.973587,55309100
12/29/2010,125.980003,126.199997,125.900002,125.919998,104.047943,58033100
12/30/2010,125.800003,126.129997,125.529999,125.720001,103.882683,76616900
12/31/2010,125.529999,125.870003,125.330002,125.75,103.907471,91218900
1/3/2011,126.709999,127.599998,125.699997,127.050003,104.981682,138725200
1/4/2011,127.330002,127.370003,126.190002,126.980003,104.923828,137409700
1/5/2011,126.580002,127.720001,126.459999,127.639999,105.469177,133975300
1/6/2011,127.690002,127.830002,127.010002,127.389999,105.262604,122519000
1/7/2011,127.559998,127.769997,126.150002,127.139999,105.05603,156034600
1/10/2011,126.580002,127.160004,126.199997,126.980003,104.923828,122401700
1/11/2011,127.440002,127.739998,126.949997,127.43,105.295677,110287000
1/12/2011,128.210007,128.720001,127.459999,128.580002,106.245926,107929200
1/13/2011,128.630005,128.690002,128.050003,128.369995,106.072395,129048400
1/14/2011,128.190002,129.330002,128.100006,129.300003,106.840836,117677900
1/18/2011,129.179993,129.639999,129.029999,129.520004,107.022629,114401300
1/19/2011,129.410004,129.539993,127.910004,128.25,105.973213,151958400
1/20/2011,127.959999,128.399994,127.129997,128.080002,105.832748,175745700
1/21/2011,128.880005,129.169998,128.229996,128.369995,106.072395,151462900
1/24/2011,128.289993,129.25,128.259995,129.100006,106.675591,113715500
1/25/2011,128.759995,129.279999,128.110001,129.169998,106.733421,167552200
1/26/2011,129.490005,130.050003,129.229996,129.669998,107.146591,141281500
1/27/2011,129.699997,130.210007,129.470001,129.990005,107.411003,123302700
1/28/2011,130.139999,130.350006,127.510002,127.720001,105.535271,295637300
1/31/2011,128.070007,128.779999,127.75,128.679993,106.328529,149249200
2/1/2011,129.460007,130.970001,129.380005,130.740005,108.030701,167194300
2/2/2011,130.399994,130.839996,130.330002,130.490005,107.824158,118323600
2/3/2011,130.259995,130.979996,129.570007,130.779999,108.063782,145886700
2/4/2011,130.830002,131.199997,130.229996,131.149994,108.369499,134634800
2/7/2011,131.440002,132.399994,131.429993,131.970001,109.04705,112439100
2/8/2011,132.089996,132.639999,131.729996,132.570007,109.542862,99072800
2/9/2011,132.210007,132.630005,131.610001,132.270004,109.29496,146436700
2/10/2011,131.600006,132.470001,131.300003,132.320007,109.336288,162708500
2/11/2011,131.800003,133.279999,131.770004,133.110001,109.989067,137710300
2/14/2011,133.029999,133.539993,132.880005,133.429993,110.253441,101690700
2/15/2011,133.020004,133.220001,132.320007,133.009995,109.906418,119575400
2/16/2011,133.460007,134.009995,133.190002,133.850006,110.600533,130183500
2/17/2011,133.460007,134.429993,133.339996,134.25,110.931023,109810500
2/18/2011,134.369995,134.690002,134.059998,134.529999,111.162399,130002400
2/22/2011,133.119995,134.559998,131.470001,131.830002,108.931381,233116400
2/23/2011,131.75,132.070007,130.210007,131.020004,108.262093,227584000
2/24/2011,130.880005,131.440002,129.699997,130.929993,108.187706,260431400
2/25/2011,131.479996,132.410004,131.399994,132.330002,109.344543,141686900
2/28/2011,132.820007,133.320007,132.380005,133.149994,110.02211,141585500
3/1/2011,133.570007,133.690002,130.889999,130.929993,108.187706,258565500
3/2/2011,130.75,131.820007,130.350006,131.210007,108.419067,200277400
3/3/2011,132.399994,133.619995,132.389999,133.470001,110.286514,176480100
3/4/2011,133.369995,133.630005,131.600006,132.470001,109.460228,277202300
3/7/2011,132.860001,133.160004,130.740005,131.429993,108.600861,216790400
3/8/2011,131.639999,133,131.070007,132.580002,109.551109,174615000
3/9/2011,132.320007,132.800003,131.600006,132.389999,109.394096,153806000
3/10/2011,131,131.179993,129.809998,129.940002,107.36969,301291800
3/11/2011,129.520004,131.309998,129.490005,130.839996,108.113342,225621800
3/14/2011,129.990005,130.479996,129.059998,130.050003,107.460579,234974100
3/15/2011,126.589996,129.330002,126.5,128.559998,106.229362,359585400
3/16/2011,128.149994,128.570007,125.279999,126.18,104.262787,468670300
3/17/2011,128,128.389999,127.099998,127.849998,105.6427,254303700
3/18/2011,128.839996,128.880005,127.510002,127.760002,106.026947,230435400
3/21/2011,129.350006,130.009995,129.199997,129.740005,107.670158,153992600
3/22/2011,129.720001,129.889999,129.169998,129.289993,107.296692,129538600
3/23/2011,128.929993,130,128.320007,129.660004,107.603745,148603100
3/24/2011,130.399994,131.089996,129.669998,130.899994,108.632774,159129800
3/25/2011,131.240005,131.869995,130.889999,131.300003,108.964798,155642800
3/28/2011,131.580002,131.919998,130.940002,130.979996,108.699188,109762400
3/29/2011,130.869995,131.899994,130.440002,131.860001,109.429497,129798800
3/30/2011,132.550003,133.160004,132.360001,132.770004,110.184685,135835000
3/31/2011,132.600006,132.960007,132.449997,132.589996,110.035301,132537100
4/1/2011,133.410004,133.770004,132.830002,133.149994,110.500069,153850100
4/4/2011,133.429993,133.669998,132.880005,133.259995,110.591354,100768900
4/5/2011,133,133.830002,132.940002,133.240005,110.574768,120791500
4/6/2011,133.880005,134,133.119995,133.660004,110.923317,120411600
4/7/2011,133.419998,133.979996,132.660004,133.320007,110.641144,170731500
4/8/2011,133.910004,133.990005,132.309998,132.860001,110.259407,147945400
4/11/2011,133,133.449997,132.139999,132.460007,109.927437,121385400
4/12/2011,131.720001,131.979996,130.990005,131.470001,109.10585,161187400
4/13/2011,132.080002,132.179993,130.960007,131.460007,109.097534,162059000
4/14/2011,130.699997,131.759995,130.270004,131.559998,109.180542,161220400
4/15/2011,131.800003,132.369995,131.410004,132.039993,109.578903,170006700
4/18/2011,130.589996,132.029999,129.509995,130.559998,108.35067,210759300
4/19/2011,130.759995,131.350006,130.440002,131.309998,108.973061,124258800
4/20/2011,132.880005,133.389999,132.789993,133.100006,110.458549,156133800
4/21/2011,133.789993,133.839996,133.100006,133.779999,111.022903,135935400
4/25/2011,133.679993,133.860001,133.199997,133.639999,110.9067,65757100
4/26/2011,134.050003,135.059998,133.910004,134.789993,111.861061,146600000
4/27/2011,135.050003,135.869995,134.5,135.669998,112.591408,143031000
4/28/2011,135.429993,136.289993,135.410004,136.110001,112.956535,124791100
4/29/2011,136.160004,136.570007,135.979996,136.429993,113.222107,115094100
5/2/2011,137.070007,137.179993,135.949997,136.220001,113.047798,126278700
5/3/2011,135.960007,136.190002,135.039993,135.729996,112.641197,138375000
5/4/2011,135.669998,135.729996,134.229996,134.830002,111.894272,182678500
5/5/2011,134.080002,134.949997,133.020004,133.610001,110.881836,226900000
5/6/2011,134.940002,135.630005,133.679993,134.199997,111.371452,222787200
5/9/2011,134.190002,135.110001,133.979996,134.720001,111.803009,114104500
5/10/2011,135.169998,136.110001,135,135.869995,112.75737,114806900
5/11/2011,135.669998,135.690002,133.820007,134.440002,111.570618,193564200
5/12/2011,134.080002,135.360001,133.389999,135.080002,112.101746,171550700
5/13/2011,135.149994,135.339996,133.559998,134.039993,111.238647,157444900
5/16/2011,133.559998,134.610001,132.970001,133.190002,110.533249,141675400
5/17/2011,132.690002,133.350006,132.119995,133.169998,110.516693,192686200
5/18/2011,133.240005,134.5,132.949997,134.360001,111.504242,135217900
5/19/2011,134.800003,135.029999,133.940002,134.679993,111.769783,119489500
5/20/2011,134.330002,134.679993,133.360001,133.610001,110.881836,182594900
5/23/2011,131.979996,132.720001,131.589996,132.059998,109.595467,168700000
5/24/2011,132.440002,132.729996,131.699997,131.949997,109.504189,147199600
5/25/2011,131.419998,132.940002,131.380005,132.389999,109.869324,151050100
5/26/2011,132.029999,133.240005,131.779999,133,110.375603,164850000
5/27/2011,133.369995,133.869995,132.960007,133.509995,110.798813,120921900
5/31/2011,134.770004,134.919998,133.839996,134.899994,111.95237,164731200
6/1/2011,134.509995,134.919998,131.759995,131.869995,109.437805,233094300
6/2/2011,131.960007,132.240005,130.960007,131.729996,109.321632,200466800
6/3/2011,130.149994,131.419998,130.080002,130.419998,108.234482,234690200
6/6/2011,130.089996,130.360001,128.869995,129.039993,107.089226,179951200
6/7/2011,129.699997,130.070007,128.850006,128.960007,107.022842,161660500
6/8/2011,128.759995,129.190002,128.179993,128.419998,106.574699,198696400
6/9/2011,128.770004,129.929993,128.460007,129.399994,107.387993,160964400
6/10/2011,128.850006,128.929993,127.260002,127.599998,105.894165,238629400
6/13/2011,127.889999,128.240005,127.050003,127.699997,105.977142,207599800
6/14/2011,128.869995,129.770004,128.820007,129.320007,107.321587,160570400
6/15/2011,128.240005,129.300003,126.68,127.019997,105.412842,300958000
6/16/2011,127.059998,127.970001,126.32,127.300003,105.64521,308032800
6/17/2011,127.93,127.940002,126.620003,127.050003,105.960487,233284900
6/20/2011,126.620003,127.970001,126.580002,127.699997,106.502571,159479000
6/21/2011,128.360001,129.699997,127.75,129.449997,107.962059,193157300
6/22/2011,129.050003,129.809998,128.589996,128.669998,107.311546,176703000
6/23/2011,127.160004,128.639999,126.190002,128.300003,107.002953,334286500
6/24/2011,128.270004,128.369995,126.620003,126.809998,105.760269,226129300
6/27/2011,126.889999,128.429993,126.639999,127.940002,106.702721,168904700
6/28/2011,128.449997,129.630005,128.270004,129.610001,108.095512,165556300
6/29/2011,130.199997,130.929993,129.630005,130.720001,109.02124,244295500
6/30/2011,131.139999,132.179993,130.710007,131.970001,110.063751,223322700
7/1/2011,132.089996,134.100006,131.779999,133.919998,111.690086,202385700
7/5/2011,133.779999,134.080002,133.389999,133.809998,111.598328,165936000
7/6/2011,133.490005,134.139999,133.110001,133.970001,111.731789,143331600
7/7/2011,135.160004,135.699997,134.880005,135.360001,112.891029,170464200
7/8/2011,133.830002,135.360001,133.389999,134.399994,112.090401,194100500
7/11/2011,132.75,133.179993,131.660004,131.970001,110.063751,195918600
7/12/2011,131.690002,132.779999,131.360001,131.399994,109.588387,214675700
7/13/2011,132.089996,133.220001,131.520004,131.839996,109.955345,204062600
7/14/2011,132.169998,132.779999,130.679993,130.929993,109.196373,226111800
7/15/2011,131.660004,131.869995,130.770004,131.690002,109.830238,220012800
7/18/2011,131.080002,131.279999,129.630005,130.610001,108.929527,196872100
7/19/2011,131.339996,132.889999,131.309998,132.729996,110.697601,166554900
7/20/2011,133.070007,133.149994,132.419998,132.649994,110.63089,137145400
7/21/2011,133.399994,134.820007,132.669998,134.490005,112.165451,245246300
7/22/2011,134.520004,134.720001,133.759995,134.580002,112.240517,126019400
7/25/2011,133.300003,134.490005,133.160004,133.830002,111.615021,136653800
7/26/2011,133.740005,133.960007,133.029999,133.330002,111.197998,131278200
7/27/2011,132.589996,132.630005,130.429993,130.600006,108.921158,249020100
7/28/2011,130.600006,131.770004,130.009995,130.220001,108.604256,207939900
7/29/2011,128.910004,130.550003,127.970001,129.330002,107.861961,307038400
8/1/2011,130.839996,130.960007,127.529999,128.779999,107.403305,325790900
8/2/2011,127.809998,128.5,125.489998,125.489998,104.659409,346653800
8/3/2011,125.660004,126.309998,123.529999,126.169998,105.226532,370830800
8/4/2011,124.419998,124.620003,120.059998,120.260002,100.297569,520721800
8/5/2011,121.760002,122.07,116.860001,120.080002,100.147469,655619200
8/8/2011,116.910004,120.120003,112.019997,112.260002,93.625504,702263900
8/9/2011,114.07,117.639999,110.269997,117.480003,97.979057,717828700
8/10/2011,115.260002,116.279999,111.949997,112.290001,93.650513,662607400
8/11/2011,113.260002,118.919998,112.32,117.330002,97.853912,487979700
8/12/2011,118.400002,119.209999,117.279999,118.120003,98.512794,313731600
8/15/2011,119.190002,120.739998,119,120.620003,100.597786,258810600
8/16/2011,119.470001,120.690002,118.309998,119.589996,99.73877,294095200
8/17/2011,120.25,121.199997,118.720001,119.669998,99.805489,238201100
8/18/2011,116.5,119.709999,113.389999,114.510002,95.502022,512956300
8/19/2011,112.959999,115.879997,112.5,112.639999,93.942406,428281300
8/22/2011,115.169998,115.230003,112.410004,112.730003,94.017509,275090600
8/23/2011,113.150002,116.57,112.580002,116.440002,97.111649,331136600
8/24/2011,116.190002,118.239998,115.919998,118.080002,98.479401,246869700
8/25/2011,118.730003,119.400002,115.870003,116.279999,96.978218,312365400
8/26/2011,115.690002,118.510002,113.849998,117.970001,98.387672,314495900
8/29/2011,119.559998,121.43,118.059998,121.360001,101.214966,190977200
8/30/2011,120.830002,122.43,119.260002,121.68,101.481857,241315700
8/31/2011,122.459999,123.510002,121.300003,122.220001,101.93222,301828400
9/1/2011,122.290001,123.400002,120.779999,120.940002,100.864677,254585900
9/2/2011,118.419998,120.870003,117.43,117.849998,98.287598,255517200
9/6/2011,114.389999,117.160004,114.379997,116.989998,97.570351,285130500
9/7/2011,118.760002,120.339996,118.360001,120.290001,100.322563,209803200
9/8/2011,119.57,120.940002,118.769997,119.040001,99.280067,250568200
9/9/2011,117.68,119.059998,115.279999,115.919998,96.677956,380195100
9/12/2011,114.470001,116.760002,114.050003,116.669998,97.303467,305793500
9/13/2011,117.050003,118.18,116.220001,117.739998,98.195869,272514700
9/14/2011,118.339996,120.800003,116.720001,119.370003,99.555283,319389500
9/15/2011,120.650002,121.470001,119.400002,121.43,101.273354,326777200
9/16/2011,121.290001,121.970001,120.32,121.519997,101.872742,284528300
9/19/2011,119.529999,120.93,118.720001,120.309998,100.858368,241517000
9/20/2011,120.82,121.989998,120.010002,120.169998,100.740997,218932200
9/21/2011,120.230003,120.599998,116.440002,116.629997,97.773346,316251300
9/22/2011,113.25,114.209999,111.300003,112.860001,94.612885,513911300
9/23/2011,112.110001,114.160004,112.019997,113.540001,95.182938,307242500
9/26/2011,114.610001,116.400002,112.980003,116.239998,97.446404,260673700
9/27/2011,118.529999,119.559998,116.839996,117.540001,98.536186,311753900
9/28/2011,117.779999,118.489998,114.970001,115.139999,96.524246,286696800
9/29/2011,117.050003,117.629997,113.93,116.050003,97.287132,298108900
9/30/2011,114.449997,115.449997,113.07,113.150002,94.855995,288392300
10/3/2011,112.489998,113.949997,109.809998,109.93,92.156616,365136800
10/4/2011,108.349998,112.580002,107.43,112.339996,94.176933,459177500
10/5/2011,112.620003,114.720001,111.580002,114.419998,95.920662,284108000
10/6/2011,114.360001,116.660004,113.510002,116.489998,97.655983,257800800
10/7/2011,117.169998,117.25,115.059998,115.709999,97.002098,312657900
10/10/2011,117.68,119.629997,117.669998,119.580002,100.246384,230666300
10/11/2011,118.870003,120.040001,118.75,119.699997,100.346977,209088000
10/12/2011,120.599998,122.139999,120.330002,120.75,101.227234,281544900
10/13/2011,120.040001,120.870003,119.120003,120.510002,101.026047,212538800
10/14/2011,121.910004,122.599998,121.230003,122.57,102.752991,211397600
10/17/2011,121.989998,122.550003,119.93,120.230003,100.791306,202311600
10/18/2011,120.139999,123.5,119.199997,122.580002,102.76136,318857900
10/19/2011,122.379997,123.080002,120.709999,121.129997,101.545776,226601300
10/20/2011,121.43,122.099998,119.82,121.660004,101.990097,262075600
10/21/2011,123.089996,124.120003,122.720001,123.970001,103.926628,278999400
10/24/2011,124.169998,125.800003,124.059998,125.489998,105.200836,203215600
10/25/2011,124.889999,124.949997,122.779999,123.050003,103.155365,268596800
10/26/2011,124.349998,124.769997,122.209999,124.300003,104.203285,289053800
10/27/2011,127.629997,129.419998,126.610001,128.630005,107.833199,393220200
10/28/2011,128,128.850006,127.800003,128.600006,107.80806,225906500
10/31/2011,127.160004,128.619995,125.32,125.5,105.209251,228146700
11/1/2011,122.029999,123.510002,121.519997,122,102.275124,416565800
11/2/2011,123.830002,124.400002,122.790001,123.989998,103.943405,244717600
11/3/2011,125.269997,126.5,123.599998,126.25,105.837997,291174800
11/4/2011,125.230003,125.699997,124.010002,125.480003,105.192505,249401600
11/7/2011,125.389999,126.389999,124.199997,126.260002,105.846382,196617200
11/8/2011,126.919998,128.020004,125.709999,127.879997,107.204468,224426300
11/9/2011,124.889999,125.800003,122.860001,123.160004,103.247589,337982000
11/10/2011,124.790001,124.940002,123.019997,124.32,104.220055,231866500
11/11/2011,125.830002,126.989998,125.790001,126.660004,106.181694,189924400
11/14/2011,126.190002,127.449997,124.919998,125.459999,105.175713,159258300
11/15/2011,125.169998,126.75,124.720001,126.080002,105.69548,184709400
11/16/2011,124.809998,126.339996,123.900002,124.080002,104.018837,235782500
11/17/2011,123.849998,124.160004,121.230003,122.110001,102.367332,331219600
11/18/2011,122.5,122.75,121.470001,121.980003,102.258377,215580400
11/21/2011,120.199997,120.349998,118.650002,119.660004,100.313461,229611600
11/22/2011,119.400002,120.099998,118.519997,119.190002,99.919464,216494900
11/23/2011,118.07,119.190002,116.559998,116.559998,97.714661,224329100
11/25/2011,116.379997,117.699997,116.199997,116.339996,97.53022,99557000
11/28/2011,119.540001,120.18,118.82,119.709999,100.355354,210686000
11/29/2011,120.050003,121,119.610001,120.050003,100.640388,199241500
11/30/2011,123.489998,125.220001,120,124.989998,104.781715,324439500
12/1/2011,124.849998,125.639999,124.43,124.970001,104.764961,176954800
12/2/2011,126.120003,126.5,124.779999,124.860001,104.672722,221109700
12/5/2011,126.839996,127.18,125.440002,126.220001,105.812859,225263900
12/6/2011,126.209999,127.110001,125.760002,126.260002,105.846382,178842100
12/7/2011,125.839996,127.260002,124.970001,126.730003,106.240379,237802500
12/8/2011,125.900002,126.18,123.650002,123.949997,103.909851,240862800
12/9/2011,124.510002,126.370003,124.400002,126.050003,105.670334,209111400
12/12/2011,124.949997,124.970001,123.160004,124.209999,104.127808,215826100
12/13/2011,124.860001,125.57,122.449997,123.050003,103.155365,245159800
12/14/2011,122.559998,123.029999,121.470001,121.739998,102.057182,238618800
12/15/2011,123.029999,123.199997,121.989998,122.18,102.426033,199109200
12/16/2011,122.230003,122.949997,121.300003,121.589996,102.577888,220481400
12/19/2011,122.059998,122.32,120.029999,120.290001,101.481148,183903000
12/20/2011,122.18,124.139999,120.370003,123.93,104.552017,225418100
12/21/2011,123.93,124.360001,122.75,124.169998,104.754433,194230900
12/22/2011,124.629997,125.400002,124.230003,125.269997,105.682495,119465400
12/23/2011,125.669998,126.43,125.410004,126.389999,106.627335,92187200
12/27/2011,126.169998,126.82,126.059998,126.489998,106.711708,86075700
12/28/2011,126.510002,126.529999,124.730003,124.830002,105.311264,119107100
12/29/2011,125.239998,126.25,124.860001,126.120003,106.399559,123507200
12/30/2011,126.019997,126.330002,125.5,125.5,105.876511,95599000
1/3/2012,127.760002,128.380005,127.43,127.5,107.563774,193697900
1/4/2012,127.199997,127.809998,126.709999,127.699997,107.732529,127186500
1/5/2012,127.010002,128.229996,126.43,128.039993,108.019356,173895000
1/6/2012,128.199997,128.220001,127.290001,127.709999,107.740929,148050000
1/9/2012,128,128.179993,127.410004,128.020004,108.00248,99530200
1/10/2012,129.389999,129.649994,128.949997,129.130005,108.938911,115282000
1/11/2012,128.729996,129.369995,128.520004,129.199997,108.997963,111540700
1/12/2012,129.570007,129.699997,128.539993,129.509995,109.259468,118983700
1/13/2012,128.639999,129.050003,127.720001,128.839996,108.69426,179836200
1/17/2012,130.080002,130.320007,128.899994,129.339996,109.116074,132209200
1/18/2012,129.309998,130.839996,129.080002,130.770004,110.322464,163395200
1/19/2012,131.220001,131.570007,130.800003,131.460007,110.904594,126328900
1/20/2012,131.240005,131.949997,130.919998,131.949997,111.317963,138230200
1/23/2012,131.509995,132.25,130.979996,131.610001,111.031143,129295800
1/24/2012,130.800003,131.5,130.600006,131.460007,110.904594,103083300
1/25/2012,131.259995,132.869995,130.75,132.559998,111.832581,198613200
1/26/2012,133.149994,133.399994,131.360001,131.880005,111.258911,184880500
1/27/2012,131.240005,132.050003,131.149994,131.820007,111.208313,135259100
1/30/2012,130.509995,131.440002,130.059998,131.369995,110.828667,147311800
1/31/2012,132.020004,132.179993,130.679993,131.320007,110.786484,157212000
2/1/2012,132.289993,133.139999,132.130005,132.470001,111.75666,166234500
2/2/2012,132.729996,133.020004,132.210007,132.679993,111.933823,113090400
2/3/2012,134,134.619995,133.770004,134.539993,113.502983,160598500
2/6/2012,133.979996,134.509995,133.830002,134.449997,113.427063,107694500
2/7/2012,134.169998,135.020004,133.639999,134.789993,113.713898,135528100
2/8/2012,134.860001,135.220001,134.309998,135.190002,114.051331,139361400
2/9/2012,135.410004,135.589996,134.559998,135.360001,114.194778,148602900
2/10/2012,134.160004,134.470001,133.839996,134.360001,113.351143,167907500
2/13/2012,135.320007,135.520004,134.740005,135.360001,114.194778,115841900
2/14/2012,135,135.270004,134.25,135.190002,114.051331,165329500
2/15/2012,135.630005,135.830002,134.289993,134.559998,113.51989,195195100
2/16/2012,134.570007,136.169998,134.330002,136.050003,114.776901,186567800
2/17/2012,136.520004,136.630005,135.960007,136.410004,115.08062,129869400
2/21/2012,136.729996,137.050003,136.050003,136.470001,115.131233,134042300
2/22/2012,136.259995,136.550003,135.789993,136.029999,114.76001,124455300
2/23/2012,135.960007,136.729996,135.5,136.630005,115.266197,137704300
2/24/2012,136.929993,137.199997,136.630005,136.929993,115.519249,105539100
2/27/2012,136.020004,137.529999,135.800003,137.160004,115.713318,145728900
