Ticker,Start Date,End Date,Pietroski F-Score,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,Quarterly Return
KTWO,2018-03-01,2018-05-02,4.00000,2.84300,0.53931,0.19862,1.0129870129870129
KTWO,2018-05-02,2018-08-02,2.00000,2.79496,0.59146,0.21842,1.081025641025641
KTWO,2018-08-02,2018-11-08,3.00000,3.47908,0.76284,0.29436,1.3031309297912714
KWR,2013-07-29,2013-10-29,5.00000,2.51720,0.75918,0.04347,1.2460757156048015
KWR,2013-10-29,2014-02-28,6.00000,2.47013,0.75465,0.03368,0.9229344201556132
KWR,2014-02-28,2014-04-29,5.00000,2.51304,0.69467,0.03204,1.0235514518934832
KWR,2014-04-29,2014-07-31,4.00000,2.65814,0.64719,0.03134,0.9177670283697217
KWR,2014-07-31,2014-10-28,3.00000,2.86621,0.63592,0.04351,1.0301994301994302
KWR,2014-10-28,2015-02-26,5.00000,2.70139,0.75529,0.09714,1.200912610619469
KWR,2015-02-26,2015-04-29,5.00000,2.81437,0.82268,0.11379,1.0103626943005182
KWR,2015-04-29,2015-07-31,4.00000,3.12728,0.75356,0.11417,0.9845014245014245
